ss,id,startDate,endDate,MID,study,confirmation_code,Ethn,Ethn_TEXT,Age,Gender,Edu,SES,1.11,threaten,attitudes,value,like,connected,Al-I-W-1,Al-I-W-1_TEXT,Al-I-W-2,1.12,threaten,attitude,value,like,connected,Alha-I-A-1,Alha-I-A-1_TEXT,Alha-I-A-2,1.13,threaten,attitude,value,like,connected,Alha-I-A-1,Alha-I-A-1_TEXT,Alha-I-A-2,2.21,threat,attitude,value,like,connected,Dani-D-W-1,Dani-D-W-1_TEXT,Dani-D-W-2,2.22,threat,feel,value,like,connected,Dany-D-A-1,Dany-D-A-1_TEXT,Dany-D-A-2,2.23,threaten,attitude,value,like,connected,Dany-D-A-1,Dany-D-A-1_TEXT,Dany-D-A-2,3.21,threaten,attitude,value,like,connected,Harr-D-W-1,Harr-D-W-1_TEXT,Harr-D-W-2,3.22,threat,attitude,value,like,connected,Har-D-A-1,Har-D-A-1_TEXT,Har-D-A-2,3.23,threaten,attitude,value,like,connected,Har-D-A-1,Har-D-A-1_TEXT,Har-D-A-2,4.11,threat,attitude,value,like,connected,Jeff-I-W-1,Jeff-I-W-1_TEXT,Jeff_I-W-2,4.12,threat,attitude,value,like,connected,Jaf-I-A-1,Jaf-I-A-1_TEXT,Jaf-I-A-2,4.13,threaten,attitude,value,like,connected,Jaf-I-A-1,Jaf-I-A-1_TEXT,Jaf-I-A-2,5.11,threat,attitude,value,like,connected,Chad-I-W-1,Chad-I-W-1_TEXT,Chad-I-W-2,5.12,threat,attitude,value,like,connected,Chah-I-A-1,Chah-I-A-1_TEXT,Chah-I-A-2,5.13,threaten,attitude,value,like,connected,Chah-I-A-1,Chah-I-A-1_TEXT,Chah-I-A-2,6.21,threat,attitude,value,like,connected,Adam-D-W-1,Adam-D-W-1_TEXT,Adam-D-W-2,6.22,threat,attitude,value,like,connected,Adna-D-A-1,Adna-D-A-1_TEXT,Adna-D-A-2,6.23,threat,attitude,value,like,connected,Adna-D-A-1,Adna-D-A-1_TEXT,Adna-D-A-2,1.21,threat,attitude,value,like,connected,Al-D-W-1,Al-D-W-1_TEXT,Al-D-W-2,1.22,threat,attitude,value,like,connected,Alha-D-A-1,Alha-D-A-1_TEXT,Alha-D-A-2,1.23,threat,attitude,value,like,connected,Alha-D-A-1,Alha-D-A-1_TEXT,Alha-D-A-2,2.11,threat,attitude,value,like,connected,Dani-I-W-1,Dani-I-W-1_TEXT,Dani-I-W-2,2.12,threat,attitude,value,like,connected,Dany-I-A-1,Dany-I-A-1_TEXT,Dany-I-A-2,2.13,threat,attitude,value,like,connected,Dany-I-A-1,Dany-I-A-1_TEXT,Dany-I-A-2,3.11,threat,attitude,value,like,connected,Harr-I-W-1,Harr-I-W-1_TEXT,Harr-I-W-2,3.12,threat,attitude,value,like,connected,Har-I-A-1,Har-I-A-1_TEXT,Har-I-A-2,3.13,threat,attitude,value,like,connected,Har-I-A-1,Har-I-A-1_TEXT,Har-I-A-2,4.21,threat,attitude,value,like,connected,Jeff-D-W-1,Jeff-D-W-1_TEXT,Jeff-D-W-2,4.22,threat,attitude,value,like,connected,Jafr-D-A-1,Jafr-D-A-1_TEXT,Jafr-D-A-2,4.23,threat,attitude,value,like,connected,Jafr-D-A-1,Jafr-D-A-1_TEXT,Jafr-D-A-2,5.21,threat,attitude,value,like,connected,Chad-D-W-1,Chad-D-W-1_TEXT,Chad-D-W-2,5.22,threat,attitude,value,like,connected,Chah-D-A-1,Chah-D-A-1_TEXT,Chah-D-A-2,5.23,threat,attitude,value,like,connected,Chah-D-A-1,Chah-D-A-1_TEXT,Chah-D-A-2,6.11,threat,attitude,value,like,connected,Adam-I-W-1,Adam-I-W-1_TEXT,Adam-I-W-2,6.12,threat,attitude,value,like,connected,Adna-I-A-1,Adna-I-A-1_TEXT,Adna-I-A-2,6.13,threat,attitude,value,like,connected,Adna-I-A-1,Adna-I-A-1_TEXT,Adna-I-A-2,check1,check2,check_excl,comp1_eth,comp1_eth_recode,comp2_cond,exclude2,exclude,vignette.condition.eth,vignette,vignette_name,condition,cond_name,eth_cond,eth_cond_name,threat,attitude,value,like ,connected,identification,ts_forced,ts_forced_recode,ts_scaled,ethn_ss,Ethn_TEXT,ATT_CENT,IDENT_CENT,COND_DUMMY,ETH_IMMIG,ETH_SYRIAN
863,R_OIQoSmopL7p2t45,1/8/16 11:56,1/8/16 11:59,AWCO7MG0BHSTQ,Julian_1,71452036,1,,25,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,9,5,7,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,1,0,0,4.13,4,alcohol,1,improvement,3,syrian,1,5,9,5,7,7,2,0,5,1,,-0.357843137,1.846732026,0,0,1
864,R_3qBYNOjp4TRcEnm,1/8/16 11:58,1/8/16 11:59,A3QSJY1FFN0N6V,Julian_1,36472830,6,,32,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,1,0,0,3.11,3,biz,1,improvement,1,white,1,5,5,5,5,5,1,1,7,6,,-0.357843137,-0.153267974,0,0,0
865,R_79bxsWyVh3WRlbf,1/8/16 11:53,1/8/16 11:59,A279JE18IDRL94,Julian_1,23192894,6,,44,2,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,3,3,addiction is generally rooted in a feeling of isolation ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,I have read the instructions,0,5,2,2,0,0,4.22,4,alcohol,2,deterioration,2,immigrant,1,5,5,5,3,4.333333333,3,0,3,6,,-0.357843137,-0.819934641,1,1,0
866,R_1LcAdNEzbM0NM9O,1/8/16 11:58,1/8/16 12:00,AZ97V8ORF8M5,Julian_1,85216300,6,,25,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,3,5,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,1,0,0,5.12,5,minorities,1,improvement,2,immigrant,6,3,3,5,3,3.666666667,2,0,3,6,,-2.357843137,-1.486601307,0,1,0
867,R_22FgMuToSkNTvCq,1/8/16 11:57,1/8/16 12:00,A3IUWNMZDUN8HR,Julian_1,49184343,6,,23,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,6,6,3,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,I have read the instructions,0,5,2,2,0,0,3.23,3,biz,2,deterioration,3,syrian,1,5,6,6,3,5,1,1,6,6,,-0.357843137,-0.153267974,1,0,1
868,R_1eVshAxTg7GsCPy,1/8/16 11:59,1/8/16 12:00,A3JI91CQIA5FWO,Julian_1,12888000,6,,27,2,4,8,,,,,,,,,,,,,,,,,,,1,8,2,1,1,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,1,0,0,1.13,1,dad,1,improvement,3,syrian,8,2,1,1,1,1,2,0,3,6,,-3.357843137,-4.153267974,0,0,1
869,R_BV1YAje3ChvjWtH,1/8/16 11:58,1/8/16 12:00,A218S9QMWS15U,Julian_1,64929518,6,,56,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,2,0,0,6.21,6,police,2,deterioration,1,white,1,5,5,5,5,5,1,1,7,6,,-0.357843137,-0.153267974,1,0,0
870,R_1gHi8u95ULH7D6H,1/8/16 11:59,1/8/16 12:01,A34OMGZ5HHD3JH,Julian_1,16902799,1,,35,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,9,9,9,1,,9,,I have read the instructions,0,5,2,3,0,1,6.13,6,police,1,improvement,3,syrian,1,9,9,9,9,9,1,1,9,1,,3.642156863,3.846732026,0,0,1
871,R_U9O9ZABmBFdWtfr,1/8/16 11:58,1/8/16 12:01,A2KY984M0DV27N,Julian_1,40940086,6,,55,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,3,3,3,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,6,1,1,1,1,2.13,2,terr,1,improvement,3,syrian,4,4,3,3,3,3,1,1,7,6,,-1.357843137,-2.153267974,0,0,1
872,R_Q0qOBVlJB8TLHRn,1/8/16 11:59,1/8/16 12:02,A3UWLREHFF4ZJ9,Julian_1,58856854,6,,50,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,9,8,7,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,2,0,0,3.21,3,biz,2,deterioration,1,white,1,8,9,8,7,8,1,1,7,6,,2.642156863,2.846732026,1,0,0
873,R_3ERnyDji8x79dl1,1/8/16 12:00,1/8/16 12:02,AUJYDLLP0JMMF,Julian_1,40393190,6,,37,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,3,3,3,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,2,0,0,5.21,5,minorities,2,deterioration,1,white,2,5,3,3,3,3,2,0,4,6,,-0.357843137,-2.153267974,1,0,0
874,R_5nWX5oWY6mltMe5,1/8/16 11:59,1/8/16 12:02,A2BJLT9BGY086I,Julian_1,13288002,6,,33,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,9,5,3,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,3,0,1,4.12,4,alcohol,1,improvement,2,immigrant,1,5,9,5,3,5.666666667,1,1,9,6,,-0.357843137,0.513398693,0,1,0
875,R_12nDv97pAXFM0C8,1/8/16 12:00,1/8/16 12:02,A7BW5SCFKBUCE,Julian_1,36188497,2,,21,1,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,5,7,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,5,2,2,1,1,6.22,6,police,2,deterioration,2,immigrant,2,5,5,7,5,5.666666667,2,0,2,2,,-0.357843137,0.513398693,1,1,0
876,R_31zlRKpIjmfZnHP,1/8/16 12:00,1/8/16 12:02,AON91DBD1XA9M,Julian_1,42370846,1,,31,1,5,6,1,6,5,6,5,6,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,6,1,3,1,1,1.11,1,dad,1,improvement,1,white,6,5,6,5,6,5.666666667,2,0,5,1,,-0.357843137,0.513398693,0,0,0
877,R_333IHjBZU3KisJP,1/8/16 11:57,1/8/16 12:02,A1EB1GYM7J46EA,Julian_1,85237522,6,,53,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,2,0,0,1.21,1,dad,2,deterioration,1,white,2,3,4,2,3,3,2,0,2,6,,-2.357843137,-2.153267974,1,0,0
878,R_eqUfHtYNZOMDtDz,1/8/16 12:00,1/8/16 12:02,A3PUU1XU4C1A3V,Julian_1,64897461,6,,56,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,5,5,3,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I read the instructions,0,5,2,1,0,0,2.12,2,terr,1,improvement,2,immigrant,3,5,5,5,3,4.333333333,2,0,5,6,,-0.357843137,-0.819934641,0,1,0
879,R_3MQGWzbYJCk4bfU,1/8/16 11:58,1/8/16 12:02,A22AEEEAJDHREX,Julian_1,69129005,7,mixed,35,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,9,9,6,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,7,0,2,1,1,6.23,6,police,2,deterioration,3,syrian,1,9,9,9,6,8,2,0,1,7,mixed,3.642156863,2.846732026,1,0,1
880,R_1Q5gADdiLUC5WDq,1/8/16 11:53,1/8/16 12:03,A1YGENVE7OI5JL,Julian_1,60048714,6,,48,1,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,4,5,4,3,I don't play the true self game.  It is just his excuse for bad behavior,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,2,0,0,2.23,2,terr,2,deterioration,3,syrian,5,4,4,5,4,4.333333333,3,0,1,6,,-1.357843137,-0.819934641,1,0,1
881,R_3nqEHSACbzM0uSd,1/8/16 12:01,1/8/16 12:03,AUTLD2SZO0CZQ,Julian_1,64532084,3,,24,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,7,8,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,2,0,0,4.23,4,alcohol,2,deterioration,3,syrian,2,8,7,8,5,6.666666667,2,0,2,3,,2.642156863,1.513398693,1,0,1
882,R_27g0JOmD8UM1HwJ,1/8/16 12:00,1/8/16 12:03,AWPZVPQ0Z18GN,Julian_1,95131427,6,,59,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,8,8,5,3,something influened him to go against his principles,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i HAVE READ THE INSTRUCTIONS ,0,5,2,2,0,0,3.22,3,biz,2,deterioration,2,immigrant,1,8,8,8,5,7,3,0,3,6,,2.642156863,1.846732026,1,1,0
883,R_2dSYMW5TbOxnQjm,1/8/16 12:02,1/8/16 12:04,A247FCJEEXVQM0,Julian_1,84009051,6,,31,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,1,1,1,5.13,5,minorities,1,improvement,3,syrian,1,5,5,5,5,5,1,1,9,6,,-0.357843137,-0.153267974,0,0,1
884,R_28SUAMNrjhR5WDc,1/8/16 12:02,1/8/16 12:04,A10DEO061A6L3O,Julian_1,80829987,6,,40,1,5,9,,,,,,,,,,1,7,3,3,3,2,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,1,0,0,1.12,1,dad,1,improvement,2,immigrant,7,3,3,3,2,2.666666667,2,0,5,6,,-2.357843137,-2.486601307,0,1,0
885,R_2xQvODz1JVGilw3,1/8/16 12:01,1/8/16 12:05,A8V5CX8UFX7GQ,Julian_1,17959378,6,,20,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,5,5,5,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,2,0,0,5.22,5,minorities,2,deterioration,2,immigrant,3,5,5,5,5,5,2,0,6,6,,-0.357843137,-0.153267974,1,1,0
886,R_DStc8lT9LH0bLkR,1/8/16 12:02,1/8/16 12:05,A33RSNBD4R025S,Julian_1,99861232,6,,36,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,I have read the instructions,0,5,2,2,0,0,2.22,2,terr,2,deterioration,2,immigrant,1,5,5,5,5,5,2,0,1,6,,-0.357843137,-0.153267974,1,1,0
