ss,id,MID,Age,Gender,Edu,SES,Comp2,check_excl,1.11,ALWTS-T_3,Al-W-TS-1,Al-W-TS-2,DONATION-T_3,DONATION,1.12,DONATION-T_3,DONATION,ALWD-T_3,AL-W-TS1,AL-W-TS2,1.21,ALITS-T_3,AL-I-TS1,AL-I-TS2,DONATION-T_3,DONATION,1.22,DONATION-T_3,DONATION,ALID-T_3,AL-I-TS1,AL-I-TS2,2.11,DANWTS-T_3,DAN-W-TS-1,DAN-W-TS-2,DONATION-T_3,DONATION,2.12,DONATION-T_3,DONATION,DANWD-T_3,DAN-W-TS1,DAN-W-TS2,2.21,DANYITS-T_3,DAN-I-TS1,DAN-I-TS2,DONATION-T_3,DONATION,2.22,DONATION-T_3,DONATION,DANYID-T_3,DAN-I-TS1,DAN-I-TS2,3.11,HARRWTS-T_3,HAR-W-TS1,HAR-W-TS2,DONATION-T_3,DONATION,3.12,DONATION-T_3,DONATION,HARWD-T_3,HAR-W-TS1,HAR-W-TS2,3.21,HARITS-T_3,HAR-I-TS1,HAR-I-TS2,DONATION-T_3,DONATION,3.22,DONATION-T_3,DONATION,HARID-T_3,HAR-I-TS1,HAR-I-TS2,4.11,JEFWTS-T_3,JEF-W-TS1,JEF-W-TS2,DONATION-T_3,DONATION,4.12,DONATION-T_3,DONATION,JEFWD-T_3,JEF-W-TS1,JEF-2-TS2,4.21,JAFITS-T_3,JAF-I-TS1,JAF-I-TS2,DONATION-T_3,DONATION,4.22,DONATION-T_3,DONATION,JAFID-T_3,JAF-I-TS1,JAF-I-TS2,5.11,CHADWTS-T_3,CHA-W-TS1,CHA-W-TS2,DONATION-T_3,DONATION,5.12,DONATION-T_3,DONATION,CHADWD-T_3,CHAD-W-TS1,CHAD-W-TS2,5.21,CHAHITS-T_3,CHA-I-TS1,CHA-I-TS2,DONATION-T_3,DONATION,5.22,DONATION_3,DONATION,CHAHID-T_3,CHAH-I-TS1,CHAH-I-TS2,6.11,ADAMWTS-T_3,ADA-W-TS1,ADA-W-TS2,DONATION-T_3,DONATION,6.12,DONATION-T_3,DONATION,ADAMWD-T_3,ADAM-W-TS1,ADAM-W-TS2,6.21,ADNAITS-T_3,ADN-I-TS-1,ADN-I-TS-2,DONATION-T_3,DONATION,6.22,DONATION-T_3,DONATION,ADNAID-T_3,ADNA-I-TS1,ADNA-I-TS2,vignette.eth.order,vignette,vignette_name,eth,eth_name,order,order_name,ts_time,ts_forced,ts_scale,donation_time,donation,ethn_ss,comp_eth,comp_eth_recode,comp_char,Comp2,check_excl,exclude
339,R_2TzRaQyj1H9oR94,A1TVED14F1U7W4,26,2,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.648,12,40.474,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5,minorities,1,white,2,Donation_first,40.474,2,7,23.648,12,3,3,0,2,I have read the instructions,0,1
340,R_27x26fDdfSiGwNK,A21QI62HF6DHAV,21,1,4,8,I have read the instructions,0,,27.567,2,5,10.422,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,27.567,2,5,10.422,16,3,3,0,2,I have read the instructions,0,1
341,R_3po0VHNR20qFZG9,ARWMP9ON3EUZZ,52,1,2,9,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.285,3,5,30.913,12,,,,,,,,,,,,,,,,,,,6.11,6,police,1,white,1,TS_first,100.285,3,5,30.913,12,6,6,1,2,I have read the instructions,0,0
342,R_UoKLWTPFUZGHQCB,AJD3JOWNVDZD1,49,2,2,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.119,12,55.131,1,7,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5,minorities,2,immigrant,2,Donation_first,55.131,1,7,16.119,12,6,5,2,2,I have read the instructions,0,0
343,R_1fdxXICxjyzIsRV,A29C62CNQKDT34,23,1,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.195,1,8,19.042,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,43.195,1,8,19.042,16,6,6,1,2,I have read the instructions,0,0
344,R_12zr2Rg9kz3lyCc,A3PPZ0USXDFBJ7,45,1,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,14.838,16,42.319,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1,dad,2,immigrant,2,Donation_first,42.319,3,7,14.838,16,6,5,2,2,I have read the instructions,0,0
345,R_3j0V2zNotq0PLlu,A2WBHSIH45F4JI,26,2,4,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.183,1,7,10.813,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,biz,2,immigrant,1,TS_first,35.183,1,7,10.813,16,6,5,2,2,I have read the instructions,0,0
346,R_2qt3DlrWyZL1uqu,A1EMBQB8FM6EZH,25,1,5,6,I have read the instructions,0,,,,,,,,,,,,,,11.861,1,6,12.117,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1,dad,2,immigrant,1,TS_first,11.861,1,6,12.117,16,6,5,2,2,I have read the instructions,0,0
347,R_3JIN1ZbPQGgZXdU,A133CYRZMJ2NJN,34,1,8,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.165,2,5,16.845,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4,alcohol,1,white,1,TS_first,36.165,2,5,16.845,16,6,6,1,2,I have read the instructions,0,0
348,R_1r00HEu13SGV3Sy,A39WZZH6ZEV5LZ,21,1,4,4,currently junior pursuing degree,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.688,23,90.9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5,minorities,1,white,2,Donation_first,90.9,2,1,15.688,23,6,5,2,2,currently junior pursuing degree,1,1
349,R_1k2kKX06nPYjOT0,A10EGVGG1X88V2,29,2,5,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.269,2,8,18.604,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3,biz,1,white,1,TS_first,35.269,2,8,18.604,16,6,6,1,2,,1,1
350,R_3KBJM6ggJdowTVi,A27E4NUNSGWUN3,58,2,4,10,,1,,,,,,,,17.909,16,88.392,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1,dad,1,white,2,Donation_first,88.392,3,9,17.909,16,6,6,1,2,,1,1
351,R_3JJL1H8MRAH0UOl,A38ZO7M7TQYZHE,26,1,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.734,12,38.449,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3,biz,2,immigrant,2,Donation_first,38.449,1,6,17.734,12,6,5,2,2,I have read the instructions,0,0
352,R_39NpinwxAo1HNhT,A1BS52YLDIGUD9,59,2,6,3,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.585,1,7,40.765,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,5,minorities,2,immigrant,1,TS_first,92.585,1,7,40.765,14,6,5,2,2,I have read the instructions,0,0
353,R_ahHrMBBEAfwYOWZ,A1S9JQ54NPQE3M,57,2,5,8,I have read the instructions.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.712,1,9,38.018,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,56.712,1,9,38.018,15,1,1,0,2,I have read the instructions.,0,1
354,R_3rHCOwjEb0WJqDi,AHGJTOTIPCL8X,47,2,6,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.977,21,28.482,1,8,6.22,6,police,2,immigrant,2,Donation_first,28.482,1,8,17.977,21,6,6,1,2,I have read the instructions,0,1
355,R_3NWeR0AR3zzFCaV,AD317NO9623GZ,34,2,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.712,16,24.248,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2,terr,1,white,2,Donation_first,24.248,1,6,14.712,16,6,6,1,2,I have read the instructions,0,0
356,R_2w5CbP8cuUr2T5S,A3CX9UQ91LNQJJ,29,2,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.208,12,23.075,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3,biz,1,white,2,Donation_first,23.075,1,8,11.208,12,6,1,0,2,I have read the instructions,0,1
357,R_3nclIvIIFUpT7Ig,A14XM04GNE5AAK,31,1,4,5,i have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.691,2,4,9.934,12,,,,,,,,,,,,,,,,,,,6.11,6,police,1,white,1,TS_first,34.691,2,4,9.934,12,6,6,1,2,i have read the instructions,0,0
358,R_10NkspUg5bEMbJQ,A9TUWDYI335MR,38,2,5,9,I have read the instructions,0,,40.277,1,7,19.443,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,40.277,1,7,19.443,16,6,6,1,2,I have read the instructions,0,0
359,R_DSuCJflAyqiukr7,A300FW1T2SW6EA,32,2,4,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.064,16,28.316,1,9,,,,,,,,,,,,,6.12,6,police,1,white,2,Donation_first,28.316,1,9,11.064,16,6,6,1,2,,1,1
360,R_2uUP8IvGHTDL1T0,A4XZS2EY43OLT,34,1,4,7,i have read the instructions,0,,,,,,,,,,,,,,,,,,,,12.837,12,19.373,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1,dad,2,immigrant,2,Donation_first,19.373,1,7,12.837,12,6,5,2,2,i have read the instructions,0,0
361,R_1oGgrVkhgBcp7LX,ATOAZIAM04AXA,39,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.52,12,35.217,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2,terr,2,immigrant,2,Donation_first,35.217,1,8,12.52,12,6,5,2,2,I have read the instructions,0,0
362,R_1NeofRJcJw5LmmE,"A1DDBGQDMZZ1VW, A1DDBGQDMZZ1VW",52,1,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.148,2,5,19.292,12,,,,,,,6.21,6,police,2,immigrant,1,TS_first,499.148,2,5,19.292,12,6,6,1,2,I have read the instructions,0,1
363,R_1JVcQT2LT6hxvYC,A1DMAS4DA3PPLY,40,1,2,9,i have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.882,12,38.453,2,1,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5,minorities,2,immigrant,2,Donation_first,38.453,2,1,8.882,12,6,5,2,2,i have read the instructions,0,0
364,R_3kbjYAU5gw3TZL1,A52YYXSYCGU3L,31,1,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,45.551,2,7,18.737,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2,terr,1,white,1,TS_first,45.551,2,7,18.737,12,6,6,1,2,I have read the instructions,0,0
365,R_3oAXmyDplCYAFWo,A002160837SWJFPIAI7L7,22,1,2,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.256,1,7,9.516,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,17.256,1,7,9.516,16,1,5,2,2,I have read the instructions,0,1
366,R_XTjh89zYFwr1xol,AHBSLPWN43R41,24,1,5,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.085,23,44.045,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4,alcohol,2,immigrant,2,Donation_first,44.045,2,6,17.085,23,6,5,2,1,,1,1
367,R_3R4mNkWacIq1u1L,A1QZK6HQXW6CT0,34,2,6,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.203,2,1,28.572,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,terr,2,immigrant,1,TS_first,31.203,2,1,28.572,16,6,5,2,2,,1,1
368,R_cOnYddZ8yjAlWrD,A2460MAJX0NA82,32,1,6,9,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.678,1,8,16.734,16,,,,,,,,,,,,,,,,,,,6.11,6,police,1,white,1,TS_first,25.678,1,8,16.734,16,6,6,1,2,I have read the instructions,0,0
369,R_3RrYvczQcEM9Kk7,A15L5WPY3SLD0A,36,2,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.569,12,45.329,2,6,6.22,6,police,2,immigrant,2,Donation_first,45.329,2,6,12.569,12,6,5,2,2,I have read the instructions,0,0
370,R_Xq87SuoqCjzirO9,A3E99RF0VMUEAW,27,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.086,2,5,24.589,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,5,minorities,2,immigrant,1,TS_first,152.086,2,5,24.589,16,6,5,2,2,I have read the instructions,0,0
371,R_3R1SQZ7vM7KCVLk,AY3JWZ1R4XVJD,44,2,4,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.858,12,27.502,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2,terr,2,immigrant,2,Donation_first,27.502,1,3,10.858,12,6,5,2,2,I have read the instructions,0,0
372,R_1FaohORLydPW0nD,A375WLMB42QNYF,27,1,2,5,I haveread the instructions,0,,,,,,,,64.77,23,69.351,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1,dad,1,white,2,Donation_first,69.351,2,8,64.77,23,6,6,1,2,I haveread the instructions,0,0
373,R_1prJHMfLtuoR8x7,A36Q8C9WIWVXZU,25,2,6,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.213,12,40.447,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,4,alcohol,1,white,2,Donation_first,40.447,2,5,17.213,12,6,6,1,2,I have read the instructions,0,0
374,R_3QL618ww5NAiar7,A34GXB9CLD01FZ,20,1,4,8,I have read the instructions. ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.231,16,25.011,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5,minorities,1,white,2,Donation_first,25.011,2,4,12.231,16,3,6,1,2,I have read the instructions. ,0,1
375,R_OO0OyldiDik7PVL,APGR4MVPAO92K,24,2,2,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.987,16,32.106,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4,alcohol,2,immigrant,2,Donation_first,32.106,1,5,25.987,16,6,5,2,2,,1,1
376,R_2fB9r0VkvYTJ8JX,"A1HQ2L62ND6OMJ,a1hq2l62nd60mj",62,2,6,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.069,1,7,36.574,12,,,,,,,6.21,6,police,2,immigrant,1,TS_first,53.069,1,7,36.574,12,6,5,2,2,,1,1
377,R_tStsiJAPENcYzap,AUFA9XSO3DYSN,24,2,3,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.788,16,38.147,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3,biz,2,immigrant,2,Donation_first,38.147,1,8,28.788,16,6,5,2,2,I have read the instructions,0,0
378,R_VWkR9M7phJAdoB3,AO2BZT6RTODJ0,28,1,2,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.039,1,5,28.582,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,77.039,1,5,28.582,16,6,5,2,2,I have read the instructions,0,0
379,R_2SiBc8Vkwf2Qhpz,A38EZT50VBPRKP,27,1,4,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.235,1,9,36.125,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4,alcohol,1,white,1,TS_first,124.235,1,9,36.125,16,3,6,1,2,I have read the instructions,0,1
380,R_2ab7y56UiTBhl6x,A2OGA0P96XYLX,21,2,4,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.042,18,38.135,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3,biz,1,white,2,Donation_first,38.135,1,7,19.042,18,6,6,1,2,,1,1
381,R_1LYG1U6zhIt81YB,"A1HQ2L62ND6OMJ,a1hq2l62nd60mj",62,2,6,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.309,1,7,34.616,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3,biz,1,white,1,TS_first,28.309,1,7,34.616,12,6,6,1,2,,1,1
382,R_3QJzJscM9T7a9rz,A3D46S3V9SYXTT,32,2,4,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.161,16,39.332,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2,terr,1,white,2,Donation_first,39.332,1,8,18.161,16,6,6,1,2,I have read the instructions,0,0
383,R_2fIGi6zgCNuLMwE,"A1HQ2L62ND6OMJ,a",62,2,6,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.276,12,20.36,1,6,,,,,,,,,,,,,6.12,6,police,1,white,2,Donation_first,20.36,1,6,12.276,12,6,6,1,2,,1,1
384,R_1PXGIcir8k2fr4X,"A1HQ2L62ND6OMJ,a1hq2l62nd60mj",62,2,6,3,,1,,,,,,,,,,,,,,29.281,2,4,13.286,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1,dad,2,immigrant,1,TS_first,29.281,2,4,13.286,12,6,5,2,2,,1,1
385,R_10DxNuGOzvcqTrp,AIXRVL0SVALA1,49,2,5,4,,1,,92.092,1,9,25.73,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,92.092,1,9,25.73,16,6,6,1,2,,1,1
386,R_22E6XEIqeflJGPo,"A1HQ2L62ND6OMJ,a1hq2l62nd60mj",62,2,6,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.149,1,7,8.086,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,biz,2,immigrant,1,TS_first,31.149,1,7,8.086,12,6,5,2,2,,1,1
387,R_2P0udYZ9NbXj6ZX,A1X0K9D25P87K7,43,2,5,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.657,3,9,39.866,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,50.657,3,9,39.866,16,2,6,1,2,,1,1
